torque,current,rpm,ambient_temp,coolant_temp,rotor_temp
74.90802376947249,186.82040923334924,4379.989865939822,29.572168525582608,29.664552814013526,76.2842835140632
190.14286128198324,166.45604811570163,1107.0719735922694,26.889386803012897,25.553111229147305,80.18564820965061
146.398788362281,88.07695625143003,2079.838166219317,34.46747787295911,33.35199244776462,75.80141328818662
119.73169683940732,303.633335050744,3979.6838211469094,23.284676764763574,22.549374662030026,79.59083374033278
31.203728088487303,238.31208025431445,2892.5360671468798,28.81784623998411,28.24341958053875,86.0373438457583
31.19890406724053,432.85049616200183,4431.426231809363,30.50315022485334,30.198982889327148,92.10043885612731
11.616722433639893,16.054790241029128,5767.247407337159,32.38346734018072,32.171687542925184,61.71551537154091
173.23522915498702,321.9339637775632,699.280126291185,26.104565456420104,27.294579874832856,83.54467996377046
120.22300234864176,381.47443925578057,4257.406298388366,30.303828614862223,31.87084095064451,91.2837054184714
141.6145155592091,379.7432845941535,1382.064933792687,24.54802207076424,24.71017652764873,85.31423619293413
4.116898859160489,443.03698354776253,2486.8603644454156,26.532141385427305,30.883216324872404,93.28234744840385
193.98197043239887,364.516871414747,197.17635477083894,33.434406968050986,35.306385031423666,101.5310028066593
166.48852816008434,463.90503082384816,815.4442937561937,34.24861413996432,37.76095263619816,115.07364708010664
42.46782213565523,166.32829991044574,1918.6637342933982,30.78226020390897,35.25192503085487,78.83732758299807
36.364993441420125,251.60470837577154,2051.9148317279096,25.615278361642776,24.757224163673413,76.03434943853902
36.68090197068676,7.039831641445337,5397.511298772574,32.300866849619965,33.29598823562941,58.02044001671737
60.84844859190754,3.4787936516456064,4450.87745559909,20.388006225881302,21.420479037883563,53.42427201126327
104.95128632644757,120.06331022575995,5833.097809122247,21.541188658091315,22.022494411159794,61.55497438490067
86.38900372842315,50.40359856954263,3594.429062011443,29.920606045630414,27.982947111491892,54.896772505860525
58.245828039608384,130.10568396787681,1450.2823925479079,24.36872862905086,28.080533383497524,66.43692838258022
122.3705789444759,88.5216472641987,1965.9301795298572,34.27079327600717,33.05170852688449,77.82697638824816
27.898772130408368,14.26001241932412,1919.0155397518024,26.54090918138457,31.509273366836883,47.17180632922054
58.42892970704363,454.6520732030247,1958.9659659795095,26.440472305837655,29.851181749215925,106.59020789496684
73.27236865873834,4.111565694445762,4037.785038670894,30.17119265286397,32.231262776109574,61.19901428809572
91.21399684340719,368.0410721685427,3184.8475685424974,31.513528434592843,30.595773358784026,98.23299295198444
157.03519227860272,76.07394345975827,2312.5450685198657,27.133381071877047,28.741131871629776,62.32164960629819
39.93475643167195,456.1148109998,894.5386123722996,23.210013525675862,23.037774711680523,96.79921490082958
102.84688768272233,446.39796979494287,132.83497765287544,31.599629640884324,31.36588731268581,93.8927153464537
118.4829137724085,326.9505731846287,1313.0080655261556,24.805269123104413,28.61197386878181,83.03852796783035
9.290082543999546,336.11707490030255,644.8284238120876,22.626661539407863,23.291172507123903,73.68188540063906
121.50897038028768,2.6695709848442717,4712.670185113437,29.4746028488752,30.62966947261083,53.985014900750514
34.10482473745831,492.43578305680103,674.9877468833123,21.356805004855257,25.257558169316084,97.29554957086988
13.010318597055903,438.9163017879072,4345.369423841017,34.57029012629083,33.18482450632273,105.16349804172987
189.77710745066665,447.553112865046,2313.9521386564957,29.485958966182054,31.6482839378194,110.06753528984727
193.12640661491187,329.62226852543597,440.27033846265584,34.78843281382633,36.8359425834376,96.45575029096057
161.67946962329222,172.39346432726828,4876.380296589515,25.083401352179543,26.05990333704627,80.2084993225259
60.92275383467414,446.8243245452404,3477.78342141968,34.56807741785597,38.376499907824616,106.16013976710938
19.534422801276776,145.75846407559618,1414.5690771814384,22.183433715929354,26.783664145279204,56.78983867087201
136.84660530243139,281.3557716711014,5368.087045996008,20.610421585205426,21.8677726186007,77.7619722356113
88.03049874792026,49.8654861719412,271.54988322330877,20.49476090681904,21.687790263807837,40.23986551150813
24.407646968955767,460.97781506637506,1210.9176491865774,26.973055558988406,28.48750166668362,101.32399358034496
99.03538202225404,70.38522888560667,4512.281566835166,21.24506296217892,24.306931178010352,63.002162363361236
6.877704223043679,112.44840286520363,4256.267581859335,27.682518262514026,30.35894029740676,78.16435583313681
181.8640804157564,279.0670790641075,1735.6301623468682,24.912507552633507,24.472352197081715,81.97495111889337
51.75599632000338,382.0465001064908,372.1492521166987,25.034434887111736,23.48170232730714,82.86506595450206
132.5044568707964,309.67565296814945,5148.4684333496625,29.534134948177545,34.17891385689507,83.76821540892746
62.34221521788219,116.06695640007808,1882.1858284194154,22.446470092274303,22.273958410410234,63.85229404059099
104.01360423556216,0.4715212637451671,1174.2804895695913,31.498300555095966,33.968477347930104,61.56954555554648
109.34205586865593,378.5752901537196,3096.3709341658623,28.730463796679523,32.52952981588558,102.91036613614233
36.97089110510541,492.60366295554684,5461.363195694684,33.724169432712664,33.82610668654297,105.71123338210779
193.91692555291172,404.9565601530452,261.27946706025205,25.47260980651285,27.92064370211135,99.50721938884908
155.02656467222292,230.10330907830766,4594.824528185326,34.740724881006884,33.49602656905146,87.48700566890751
187.8997883128378,451.8836306995533,3434.8393676322535,28.637414700710348,33.426934811339976,113.37418752367739
178.96547008552977,204.92383655917502,2552.694699310902,34.60102934281301,33.00813726816739,89.27545680977931
119.57999576221702,262.46704212173375,4464.48266463036,20.40590981070673,21.473132527593567,69.31762632058395
184.37484700462338,238.56488369784162,5794.946546649794,30.919644836185817,32.67737953060598,89.13383690446123
